path_name,size
/assets/index-CaJYVZX3.js,160966
/assets/index-DBNLQaji.css,70546
/favicon.ico,7645
/index.html,3650
/placeholder.svg,3253
/robots.txt,160
/test.html,401
/api/hello.js,4589
/api/ping.js,4574
/api/test.js,4627
